"","SRX008026","SRX008174","SRX008201","SRX008239","SRX008008","SRX008168","SRX008211","SRX008255","SRX008261"
"FBgn0000008",9.17203617373156,9.20087299154102,9.06905465999339,9.21561604458058,9.13096815394597,9.18177955540817,9.01966677866831,9.06910646795937,9.14881999749817
"FBgn0000014",10.1557461486664,10.2127069105953,10.1226367831149,10.2391824893527,9.39788786440454,9.45281826063695,9.42782137531755,9.39491481813815,9.36576188627492
"FBgn0000015",8.61165736194209,8.76527724091144,8.79694899873757,8.73473767895113,7.86099907265008,8.01829963016581,7.92011934401707,8.01451367677324,7.76833148910047
"FBgn0000017",9.80564313739468,9.97022003207103,9.89125593698631,9.8596143082096,9.6104032688645,9.63426262844764,9.62988604356597,9.59483184338759,9.71332906927067
"FBgn0000018",6.57033236509291,6.62159304132403,6.59941196979884,6.62444063854534,6.92621740761963,7.20959667098204,6.88860260938333,6.87846760369441,6.75952679845848
"FBgn0000024",10.1137516703041,10.0398674875036,10.0241453437488,10.0227721797971,9.14467254571163,9.15152920428755,9.26061450465021,9.18749948484778,9.04285785226728
"FBgn0000028",5.73749113822973,5.88580723000509,5.67092550219453,5.4769179246954,4.53926834666182,4.89111069084043,4.5828140798638,4.36224470178895,5.14027976536798
"FBgn0000032",8.0106737351453,7.95394763063354,7.90999325291572,7.85631330068717,8.50872447069339,8.42950012422982,8.60181081042746,8.58429114132418,8.46971116530729
"FBgn0000036",8.98576461280852,8.89266648997959,9.00975036333169,9.00008979453438,6.99264062950993,6.80420201573876,7.0197012453791,7.04880316726768,7.00117817798988
"FBgn0000037",10.1978892625257,10.1581600899068,10.1894033116972,10.2253222920645,8.39801789992753,8.37539669022023,8.72658904762941,8.53245990050734,8.4720411764522
"FBgn0000038",4.61602077549002,4.67914643864758,4.75548274415943,4.39212755131122,4.40090462296722,4.70491582291398,4.78540942806187,4.49628569019451,4.30675931976469
"FBgn0000039",9.00783284355128,9.08908634682009,9.02741049808048,8.91669518554658,7.37357913373297,7.55450951590036,7.48533688421889,7.53244630450466,7.5896140306575
"FBgn0000042",14.7711823406322,14.6914306388331,14.826467453216,14.7091694767984,15.472660213029,15.3836334534839,15.4483802980016,15.3850822770241,15.4576751737964
"FBgn0000043",10.8947441417653,10.9780443860515,10.9017617438523,10.9447962540342,11.2141930579456,11.1658478489061,11.1604662386313,11.1953574355949,11.278882547929
